date,coin_directory,series,market_ticker,strike_type,floor_strike,cap_strike,round_digits,yes_sub_title,event_type,recv_ts_utc
2026-07-12,BTC,KXBTC15M,KXBTC15M-26JUL121445-45,greater_or_equal,64041.54,,2,"Target Price: $64,041.54",metadata_updated,2026-07-12T18:30:00.847+00:00
2026-07-12,BTC,KXBNB15M,KXBNB15M-26JUL121445-45,greater_or_equal,579.03,,2,Target Price: $579.03,metadata_updated,2026-07-12T18:30:03.200+00:00
2026-07-12,BTC,KXBTC15M,KXBTC15M-26JUL121500-00,greater_or_equal,64083.54,,2,"Target Price: $64,083.54",metadata_updated,2026-07-12T18:45:00.684+00:00
2026-07-12,BTC,KXBNB15M,KXBNB15M-26JUL121500-00,greater_or_equal,579.03,,2,Target Price: $579.03,metadata_updated,2026-07-12T18:45:02.883+00:00
2026-07-12,BTC,KXZEC15M,KXZEC15M-26JUL121500-00,greater_or_equal,543.3404,,4,Target Price: $543.3404,metadata_updated,2026-07-12T18:45:04.660+00:00
2026-07-12,BTC,KXNEAR15M,KXNEAR15M-26JUL121500-00,greater_or_equal,1.9029,,4,Target Price: $1.9029,metadata_updated,2026-07-12T18:45:05.257+00:00
2026-07-12,BTC,KXBTC15M,KXBTC15M-26JUL121515-15,greater_or_equal,64112.35,,2,"Target Price: $64,112.35",metadata_updated,2026-07-12T19:00:00.860+00:00
2026-07-12,BTC,KXBNB15M,KXBNB15M-26JUL121515-15,greater_or_equal,579.14,,2,Target Price: $579.14,metadata_updated,2026-07-12T19:00:03.280+00:00
2026-07-12,BTC,KXZEC15M,KXZEC15M-26JUL121515-15,greater_or_equal,543.7332,,4,Target Price: $543.7332,metadata_updated,2026-07-12T19:00:05.284+00:00
2026-07-12,BTC,KXNEAR15M,KXNEAR15M-26JUL121515-15,greater_or_equal,1.9106,,4,Target Price: $1.9106,metadata_updated,2026-07-12T19:00:05.783+00:00
2026-07-12,BTC,KXBTC15M,KXBTC15M-26JUL121530-30,greater_or_equal,64149.93,,2,"Target Price: $64,149.93",metadata_updated,2026-07-12T19:15:00.624+00:00
2026-07-12,BTC,KXBNB15M,KXBNB15M-26JUL121530-30,greater_or_equal,579.03,,2,Target Price: $579.03,metadata_updated,2026-07-12T19:15:02.731+00:00
2026-07-12,BTC,KXZEC15M,KXZEC15M-26JUL121530-30,greater_or_equal,542.6674,,4,Target Price: $542.6674,metadata_updated,2026-07-12T19:15:04.447+00:00
2026-07-12,BTC,KXNEAR15M,KXNEAR15M-26JUL121530-30,greater_or_equal,1.9258,,4,Target Price: $1.9258,metadata_updated,2026-07-12T19:15:05.034+00:00
2026-07-12,BTC,KXBTC15M,KXBTC15M-26JUL121545-45,greater_or_equal,64169.83,,2,"Target Price: $64,169.83",metadata_updated,2026-07-12T19:30:00.639+00:00
2026-07-12,BTC,KXBNB15M,KXBNB15M-26JUL121545-45,greater_or_equal,578.94,,2,Target Price: $578.94,metadata_updated,2026-07-12T19:30:02.986+00:00
2026-07-12,BTC,KXZEC15M,KXZEC15M-26JUL121545-45,greater_or_equal,541.0875,,4,Target Price: $541.0875,metadata_updated,2026-07-12T19:30:04.892+00:00
2026-07-12,BTC,KXNEAR15M,KXNEAR15M-26JUL121545-45,greater_or_equal,1.9255,,4,Target Price: $1.9255,metadata_updated,2026-07-12T19:30:05.442+00:00
2026-07-12,BTC,KXBTC15M,KXBTC15M-26JUL121600-00,greater_or_equal,64124.87,,2,"Target Price: $64,124.87",metadata_updated,2026-07-12T19:45:00.685+00:00
2026-07-12,BTC,KXBNB15M,KXBNB15M-26JUL121600-00,greater_or_equal,578.68,,2,Target Price: $578.68,metadata_updated,2026-07-12T19:45:02.920+00:00
2026-07-12,BTC,KXZEC15M,KXZEC15M-26JUL121600-00,greater_or_equal,538.4964,,4,Target Price: $538.4964,metadata_updated,2026-07-12T19:45:04.991+00:00
2026-07-12,BTC,KXNEAR15M,KXNEAR15M-26JUL121600-00,greater_or_equal,1.924,,4,Target Price: $1.9240,metadata_updated,2026-07-12T19:45:05.546+00:00
2026-07-12,BTC,KXBTC15M,KXBTC15M-26JUL121615-15,greater_or_equal,64195.6,,2,"Target Price: $64,195.60",metadata_updated,2026-07-12T20:00:01.043+00:00
2026-07-12,BTC,KXBNB15M,KXBNB15M-26JUL121615-15,greater_or_equal,579.42,,2,Target Price: $579.42,metadata_updated,2026-07-12T20:00:03.486+00:00
2026-07-12,BTC,KXZEC15M,KXZEC15M-26JUL121615-15,greater_or_equal,538.8192,,4,Target Price: $538.8192,metadata_updated,2026-07-12T20:00:05.087+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121000-00,greater_or_equal,1806.68,,2,"Target Price: $1,806.68",metadata_updated,2026-07-12T13:45:01.413+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121015-15,greater_or_equal,1805.15,,2,"Target Price: $1,805.15",metadata_updated,2026-07-12T14:00:01.432+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121030-30,greater_or_equal,1803.77,,2,"Target Price: $1,803.77",metadata_updated,2026-07-12T14:15:01.318+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121045-45,greater_or_equal,1804.57,,2,"Target Price: $1,804.57",metadata_updated,2026-07-12T14:30:01.702+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121100-00,greater_or_equal,1808.66,,2,"Target Price: $1,808.66",metadata_updated,2026-07-12T14:45:01.524+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121115-15,greater_or_equal,1818.8,,2,"Target Price: $1,818.80",metadata_updated,2026-07-12T15:00:01.502+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121130-30,greater_or_equal,1821.12,,2,"Target Price: $1,821.12",metadata_updated,2026-07-12T15:15:01.399+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121145-45,greater_or_equal,1822.99,,2,"Target Price: $1,822.99",metadata_updated,2026-07-12T15:30:01.330+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121200-00,greater_or_equal,1820.71,,2,"Target Price: $1,820.71",metadata_updated,2026-07-12T15:45:01.385+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121215-15,greater_or_equal,1819.97,,2,"Target Price: $1,819.97",metadata_updated,2026-07-12T16:00:01.691+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121230-30,greater_or_equal,1817.02,,2,"Target Price: $1,817.02",metadata_updated,2026-07-12T16:15:01.328+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121245-45,greater_or_equal,1821.76,,2,"Target Price: $1,821.76",metadata_updated,2026-07-12T16:30:01.521+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121300-00,greater_or_equal,1818.79,,2,"Target Price: $1,818.79",metadata_updated,2026-07-12T16:45:01.584+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121315-15,greater_or_equal,1821.03,,2,"Target Price: $1,821.03",metadata_updated,2026-07-12T17:00:01.448+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121330-30,greater_or_equal,1819.1,,2,"Target Price: $1,819.10",metadata_updated,2026-07-12T17:15:01.148+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121345-45,greater_or_equal,1817.91,,2,"Target Price: $1,817.91",metadata_updated,2026-07-12T17:30:01.191+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121400-00,greater_or_equal,1820.46,,2,"Target Price: $1,820.46",metadata_updated,2026-07-12T17:45:01.357+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121415-15,greater_or_equal,1817.1,,2,"Target Price: $1,817.10",metadata_updated,2026-07-12T18:00:01.771+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121430-30,greater_or_equal,1815.89,,2,"Target Price: $1,815.89",metadata_updated,2026-07-12T18:15:01.312+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121445-45,greater_or_equal,1817.97,,2,"Target Price: $1,817.97",metadata_updated,2026-07-12T18:30:01.539+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121500-00,greater_or_equal,1819.7,,2,"Target Price: $1,819.70",metadata_updated,2026-07-12T18:45:01.402+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121515-15,greater_or_equal,1820.3,,2,"Target Price: $1,820.30",metadata_updated,2026-07-12T19:00:01.448+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121530-30,greater_or_equal,1820.18,,2,"Target Price: $1,820.18",metadata_updated,2026-07-12T19:15:01.331+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121545-45,greater_or_equal,1820.35,,2,"Target Price: $1,820.35",metadata_updated,2026-07-12T19:30:01.397+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121600-00,greater_or_equal,1818.15,,2,"Target Price: $1,818.15",metadata_updated,2026-07-12T19:45:01.259+00:00
2026-07-12,ETH,KXETH15M,KXETH15M-26JUL121615-15,greater_or_equal,1820.06,,2,"Target Price: $1,820.06",metadata_updated,2026-07-12T20:00:01.742+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121000-00,greater_or_equal,77.2298,,4,Target Price: $77.2298,metadata_updated,2026-07-12T13:45:01.713+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121015-15,greater_or_equal,77.1143,,4,Target Price: $77.1143,metadata_updated,2026-07-12T14:00:01.776+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121030-30,greater_or_equal,76.9768,,4,Target Price: $76.9768,metadata_updated,2026-07-12T14:15:01.724+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121045-45,greater_or_equal,76.9833,,4,Target Price: $76.9833,metadata_updated,2026-07-12T14:30:02.546+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121100-00,greater_or_equal,77.1583,,4,Target Price: $77.1583,metadata_updated,2026-07-12T14:45:01.734+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121115-15,greater_or_equal,77.5143,,4,Target Price: $77.5143,metadata_updated,2026-07-12T15:00:01.764+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121130-30,greater_or_equal,77.4788,,4,Target Price: $77.4788,metadata_updated,2026-07-12T15:15:01.929+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121145-45,greater_or_equal,77.4662,,4,Target Price: $77.4662,metadata_updated,2026-07-12T15:30:01.846+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121200-00,greater_or_equal,77.2898,,4,Target Price: $77.2898,metadata_updated,2026-07-12T15:45:01.888+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121215-15,greater_or_equal,77.4292,,4,Target Price: $77.4292,metadata_updated,2026-07-12T16:00:02.204+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121230-30,greater_or_equal,77.4207,,4,Target Price: $77.4207,metadata_updated,2026-07-12T16:15:01.886+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121245-45,greater_or_equal,77.534,,4,Target Price: $77.5340,metadata_updated,2026-07-12T16:30:02.187+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121300-00,greater_or_equal,77.4688,,4,Target Price: $77.4688,metadata_updated,2026-07-12T16:45:01.927+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121315-15,greater_or_equal,77.524,,4,Target Price: $77.5240,metadata_updated,2026-07-12T17:00:01.994+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121330-30,greater_or_equal,77.4643,,4,Target Price: $77.4643,metadata_updated,2026-07-12T17:15:01.695+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121345-45,greater_or_equal,77.4118,,4,Target Price: $77.4118,metadata_updated,2026-07-12T17:30:01.766+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121400-00,greater_or_equal,77.5305,,4,Target Price: $77.5305,metadata_updated,2026-07-12T17:45:01.735+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121415-15,greater_or_equal,77.3248,,4,Target Price: $77.3248,metadata_updated,2026-07-12T18:00:02.343+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121430-30,greater_or_equal,77.3077,,4,Target Price: $77.3077,metadata_updated,2026-07-12T18:15:01.688+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121445-45,greater_or_equal,77.3395,,4,Target Price: $77.3395,metadata_updated,2026-07-12T18:30:02.000+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121500-00,greater_or_equal,77.4877,,4,Target Price: $77.4877,metadata_updated,2026-07-12T18:45:01.766+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121515-15,greater_or_equal,77.5335,,4,Target Price: $77.5335,metadata_updated,2026-07-12T19:00:02.133+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121530-30,greater_or_equal,77.519,,4,Target Price: $77.5190,metadata_updated,2026-07-12T19:15:01.650+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121545-45,greater_or_equal,77.5377,,4,Target Price: $77.5377,metadata_updated,2026-07-12T19:30:01.766+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121600-00,greater_or_equal,77.4562,,4,Target Price: $77.4562,metadata_updated,2026-07-12T19:45:01.833+00:00
2026-07-12,SOL,KXSOL15M,KXSOL15M-26JUL121615-15,greater_or_equal,77.6407,,4,Target Price: $77.6407,metadata_updated,2026-07-12T20:00:02.196+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121015-15,greater_or_equal,1.0976,,4,Target Price: $1.0976,metadata_updated,2026-07-12T14:00:02.357+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121030-30,greater_or_equal,1.0964,,4,Target Price: $1.0964,metadata_updated,2026-07-12T14:15:02.285+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121045-45,greater_or_equal,1.0967,,4,Target Price: $1.0967,metadata_updated,2026-07-12T14:30:03.058+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121100-00,greater_or_equal,1.0982,,4,Target Price: $1.0982,metadata_updated,2026-07-12T14:45:02.456+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121115-15,greater_or_equal,1.1014,,4,Target Price: $1.1014,metadata_updated,2026-07-12T15:00:02.283+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121130-30,greater_or_equal,1.101,,4,Target Price: $1.1010,metadata_updated,2026-07-12T15:15:02.458+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121145-45,greater_or_equal,1.102,,4,Target Price: $1.1020,metadata_updated,2026-07-12T15:30:02.430+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121200-00,greater_or_equal,1.1002,,4,Target Price: $1.1002,metadata_updated,2026-07-12T15:45:02.493+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121215-15,greater_or_equal,1.1013,,4,Target Price: $1.1013,metadata_updated,2026-07-12T16:00:02.713+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121230-30,greater_or_equal,1.1004,,4,Target Price: $1.1004,metadata_updated,2026-07-12T16:15:02.480+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121245-45,greater_or_equal,1.1014,,4,Target Price: $1.1014,metadata_updated,2026-07-12T16:30:02.712+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121300-00,greater_or_equal,1.1001,,4,Target Price: $1.1001,metadata_updated,2026-07-12T16:45:02.461+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121315-15,greater_or_equal,1.1013,,4,Target Price: $1.1013,metadata_updated,2026-07-12T17:00:02.505+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121330-30,greater_or_equal,1.1011,,4,Target Price: $1.1011,metadata_updated,2026-07-12T17:15:02.256+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121345-45,greater_or_equal,1.0986,,4,Target Price: $1.0986,metadata_updated,2026-07-12T17:30:02.333+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121400-00,greater_or_equal,1.0999,,4,Target Price: $1.0999,metadata_updated,2026-07-12T17:45:02.257+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121415-15,greater_or_equal,1.0979,,4,Target Price: $1.0979,metadata_updated,2026-07-12T18:00:02.855+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121430-30,greater_or_equal,1.0979,,4,Target Price: $1.0979,metadata_updated,2026-07-12T18:15:02.218+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121445-45,greater_or_equal,1.0983,,4,Target Price: $1.0983,metadata_updated,2026-07-12T18:30:02.584+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121500-00,greater_or_equal,1.0988,,4,Target Price: $1.0988,metadata_updated,2026-07-12T18:45:02.353+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121515-15,greater_or_equal,1.1002,,4,Target Price: $1.1002,metadata_updated,2026-07-12T19:00:02.673+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121530-30,greater_or_equal,1.1001,,4,Target Price: $1.1001,metadata_updated,2026-07-12T19:15:02.205+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121545-45,greater_or_equal,1.1,,4,Target Price: $1.1000,metadata_updated,2026-07-12T19:30:02.372+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121600-00,greater_or_equal,1.0984,,4,Target Price: $1.0984,metadata_updated,2026-07-12T19:45:02.376+00:00
2026-07-12,XRP,KXXRP15M,KXXRP15M-26JUL121615-15,greater_or_equal,1.0999,,4,Target Price: $1.0999,metadata_updated,2026-07-12T20:00:02.680+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121015-15,greater_or_equal,0.073234,,7,Target Price: $0.0732340,metadata_updated,2026-07-12T14:00:03.483+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121030-30,greater_or_equal,0.073248,,7,Target Price: $0.0732489,metadata_updated,2026-07-12T14:15:03.416+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121045-45,greater_or_equal,0.073156,,7,Target Price: $0.0731563,metadata_updated,2026-07-12T14:30:04.153+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121100-00,greater_or_equal,0.073391,,7,Target Price: $0.0733919,metadata_updated,2026-07-12T14:45:03.550+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121115-15,greater_or_equal,0.073704,,7,Target Price: $0.0737045,metadata_updated,2026-07-12T15:00:03.454+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121130-30,greater_or_equal,0.073651,,7,Target Price: $0.0736516,metadata_updated,2026-07-12T15:15:03.574+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121145-45,greater_or_equal,0.073765,,7,Target Price: $0.0737655,metadata_updated,2026-07-12T15:30:03.719+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121200-00,greater_or_equal,0.073645,,7,Target Price: $0.0736451,metadata_updated,2026-07-12T15:45:03.594+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121215-15,greater_or_equal,0.073659,,7,Target Price: $0.0736590,metadata_updated,2026-07-12T16:00:03.820+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121230-30,greater_or_equal,0.073518,,7,Target Price: $0.0735186,metadata_updated,2026-07-12T16:15:03.630+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121245-45,greater_or_equal,0.073605,,7,Target Price: $0.0736052,metadata_updated,2026-07-12T16:30:03.799+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121300-00,greater_or_equal,0.073507,,7,Target Price: $0.0735078,metadata_updated,2026-07-12T16:45:03.867+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121315-15,greater_or_equal,0.0736,,7,Target Price: $0.0736005,metadata_updated,2026-07-12T17:00:03.546+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121330-30,greater_or_equal,0.073545,,7,Target Price: $0.0735455,metadata_updated,2026-07-12T17:15:03.387+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121345-45,greater_or_equal,0.073475,,7,Target Price: $0.0734755,metadata_updated,2026-07-12T17:30:03.437+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121400-00,greater_or_equal,0.073593,,7,Target Price: $0.0735931,metadata_updated,2026-07-12T17:45:03.350+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121415-15,greater_or_equal,0.073373,,7,Target Price: $0.0733735,metadata_updated,2026-07-12T18:00:03.989+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121430-30,greater_or_equal,0.073344,,7,Target Price: $0.0733448,metadata_updated,2026-07-12T18:15:03.336+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121500-00,greater_or_equal,0.073561,,7,Target Price: $0.0735610,metadata_updated,2026-07-12T18:45:03.500+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121515-15,greater_or_equal,0.073603,,7,Target Price: $0.0736032,metadata_updated,2026-07-12T19:00:03.869+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121530-30,greater_or_equal,0.073633,,7,Target Price: $0.0736339,metadata_updated,2026-07-12T19:15:03.276+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121545-45,greater_or_equal,0.073564,,7,Target Price: $0.0735641,metadata_updated,2026-07-12T19:30:03.531+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121600-00,greater_or_equal,0.073434,,7,Target Price: $0.0734343,metadata_updated,2026-07-12T19:45:03.580+00:00
2026-07-12,DOGE,KXDOGE15M,KXDOGE15M-26JUL121615-15,greater_or_equal,0.073608,,7,Target Price: $0.0736088,metadata_updated,2026-07-12T20:00:03.794+00:00
2026-07-12,HYPE,KXHYPE15M,KXHYPE15M-26JUL121015-15,greater_or_equal,66.9968,,4,Target Price: $66.9968,metadata_updated,2026-07-12T14:00:04.023+00:00
2026-07-12,HYPE,KXHYPE15M,KXHYPE15M-26JUL121030-30,greater_or_equal,67.1371,,4,Target Price: $67.1371,metadata_updated,2026-07-12T14:15:04.050+00:00
2026-07-12,HYPE,KXHYPE15M,KXHYPE15M-26JUL121045-45,greater_or_equal,67.0998,,4,Target Price: $67.0998,metadata_updated,2026-07-12T14:30:04.710+00:00
2026-07-12,HYPE,KXHYPE15M,KXHYPE15M-26JUL121115-15,greater_or_equal,67.3772,,4,Target Price: $67.3772,metadata_updated,2026-07-12T15:00:04.036+00:00
2026-07-12,HYPE,KXHYPE15M,KXHYPE15M-26JUL121130-30,greater_or_equal,67.7643,,4,Target Price: $67.7643,metadata_updated,2026-07-12T15:15:04.145+00:00
2026-07-12,HYPE,KXHYPE15M,KXHYPE15M-26JUL121145-45,greater_or_equal,67.773,,4,Target Price: $67.7730,metadata_updated,2026-07-12T15:30:04.440+00:00
2026-07-12,HYPE,KXHYPE15M,KXHYPE15M-26JUL121200-00,greater_or_equal,67.6175,,4,Target Price: $67.6175,metadata_updated,2026-07-12T15:45:04.298+00:00
2026-07-12,HYPE,KXHYPE15M,KXHYPE15M-26JUL121215-15,greater_or_equal,67.5422,,4,Target Price: $67.5422,metadata_updated,2026-07-12T16:00:04.452+00:00
2026-07-12,HYPE,KXHYPE15M,KXHYPE15M-26JUL121230-30,greater_or_equal,67.8341,,4,Target Price: $67.8341,metadata_updated,2026-07-12T16:15:04.197+00:00
2026-07-12,HYPE,KXHYPE15M,KXHYPE15M-26JUL121245-45,greater_or_equal,67.8891,,4,Target Price: $67.8891,metadata_updated,2026-07-12T16:30:04.360+00:00
2026-07-12,HYPE,KXHYPE15M,KXHYPE15M-26JUL121300-00,greater_or_equal,67.9113,,4,Target Price: $67.9113,metadata_updated,2026-07-12T16:45:04.451+00:00
2026-07-12,HYPE,KXHYPE15M,KXHYPE15M-26JUL121315-15,greater_or_equal,67.9399,,4,Target Price: $67.9399,metadata_updated,2026-07-12T17:00:04.078+00:00
2026-07-12,HYPE,KXHYPE15M,KXHYPE15M-26JUL121330-30,greater_or_equal,68.0418,,4,Target Price: $68.0418,metadata_updated,2026-07-12T17:15:03.998+00:00
2026-07-12,HYPE,KXHYPE15M,KXHYPE15M-26JUL121345-45,greater_or_equal,67.95,,4,Target Price: $67.9500,metadata_updated,2026-07-12T17:30:04.054+00:00
2026-07-12,HYPE,KXHYPE15M,KXHYPE15M-26JUL121400-00,greater_or_equal,67.9989,,4,Target Price: $67.9989,metadata_updated,2026-07-12T17:45:03.959+00:00
2026-07-12,HYPE,KXHYPE15M,KXHYPE15M-26JUL121415-15,greater_or_equal,67.8568,,4,Target Price: $67.8568,metadata_updated,2026-07-12T18:00:04.802+00:00
2026-07-12,HYPE,KXHYPE15M,KXHYPE15M-26JUL121430-30,greater_or_equal,67.8019,,4,Target Price: $67.8019,metadata_updated,2026-07-12T18:15:03.933+00:00
2026-07-12,HYPE,KXHYPE15M,KXHYPE15M-26JUL121500-00,greater_or_equal,68.0471,,4,Target Price: $68.0471,metadata_updated,2026-07-12T18:45:04.071+00:00
2026-07-12,HYPE,KXHYPE15M,KXHYPE15M-26JUL121515-15,greater_or_equal,68.1527,,4,Target Price: $68.1527,metadata_updated,2026-07-12T19:00:04.745+00:00
2026-07-12,HYPE,KXHYPE15M,KXHYPE15M-26JUL121530-30,greater_or_equal,68.2025,,4,Target Price: $68.2025,metadata_updated,2026-07-12T19:15:03.846+00:00
2026-07-12,HYPE,KXHYPE15M,KXHYPE15M-26JUL121545-45,greater_or_equal,68.1046,,4,Target Price: $68.1046,metadata_updated,2026-07-12T19:30:04.117+00:00
2026-07-12,HYPE,KXHYPE15M,KXHYPE15M-26JUL121600-00,greater_or_equal,67.9918,,4,Target Price: $67.9918,metadata_updated,2026-07-12T19:45:04.069+00:00
2026-07-12,HYPE,KXHYPE15M,KXHYPE15M-26JUL121615-15,greater_or_equal,68.2147,,4,Target Price: $68.2147,metadata_updated,2026-07-12T20:00:04.434+00:00
2026-07-17,BTC,KXBTC15M,KXBTC15M-26JUL171000-00,greater_or_equal,62494.59,,2,"Target Price: $62,494.59",metadata_updated,2026-07-17T13:45:00.647+00:00
2026-07-17,BTC,KXBTC15M,KXBTC15M-26JUL171015-15,greater_or_equal,63076.22,,2,"Target Price: $63,076.22",metadata_updated,2026-07-17T14:00:01.068+00:00
2026-07-17,BTC,KXBNB15M,KXBNB15M-26JUL171015-15,greater_or_equal,559.96,,2,Target Price: $559.96,metadata_updated,2026-07-17T14:00:03.429+00:00
2026-07-17,BTC,KXZEC15M,KXZEC15M-26JUL171015-15,greater_or_equal,540.3972,,4,Target Price: $540.3972,metadata_updated,2026-07-17T14:00:05.328+00:00
2026-07-17,BTC,KXNEAR15M,KXNEAR15M-26JUL171015-15,greater_or_equal,1.934,,4,Target Price: $1.9340,metadata_updated,2026-07-17T14:00:05.984+00:00
